Totales Territoriales;Comunidades y Ciudades Autónomas;Periodo;Total
Total Nacional;11 Extremadura;2005M03;2,47
Total Nacional;11 Extremadura;2005M02;1,5
Total Nacional;11 Extremadura;2005M01;1,87
Total Nacional;11 Extremadura;2004M12;1,97
Total Nacional;11 Extremadura;2004M11;2,04
Total Nacional;11 Extremadura;2004M10;2,25
Total Nacional;11 Extremadura;2004M09;2,11
Total Nacional;11 Extremadura;2004M08;3,09
Total Nacional;11 Extremadura;2004M07;2,74
Total Nacional;11 Extremadura;2004M06;1,99
Total Nacional;11 Extremadura;2004M05;1,82
Total Nacional;11 Extremadura;2004M04;2,6
Total Nacional;11 Extremadura;2004M03;1,81
Total Nacional;11 Extremadura;2004M02;2,2
Total Nacional;11 Extremadura;2004M01;2,07
Total Nacional;11 Extremadura;2003M12;2,01
Total Nacional;11 Extremadura;2003M11;1,87
Total Nacional;11 Extremadura;2003M10;1,72
Total Nacional;11 Extremadura;2003M09;2,4
Total Nacional;11 Extremadura;2003M08;2,67
Total Nacional;11 Extremadura;2003M07;2,48
Total Nacional;11 Extremadura;2003M06;2,46
Total Nacional;11 Extremadura;2003M05;2,44
Total Nacional;11 Extremadura;2003M04;2,37
Total Nacional;11 Extremadura;2003M03;1,77
Total Nacional;11 Extremadura;2003M02;1,71
Total Nacional;11 Extremadura;2003M01;1,57
Total Nacional;11 Extremadura;2002M12;1,94
Total Nacional;11 Extremadura;2002M11;1,79
Total Nacional;11 Extremadura;2002M10;1,55
Total Nacional;11 Extremadura;2002M09;2,51
Total Nacional;11 Extremadura;2002M08;3
Total Nacional;11 Extremadura;2002M07;2,5
Total Nacional;11 Extremadura;2002M06;1,86
Total Nacional;11 Extremadura;2002M05;2,18
Total Nacional;11 Extremadura;2002M04;2,14
Total Nacional;11 Extremadura;2002M03;2,51
Total Nacional;11 Extremadura;2002M02;1,77
Total Nacional;11 Extremadura;2002M01;1,62
Total Nacional;11 Extremadura;2001M12;1,97
Total Nacional;11 Extremadura;2001M11;1,64
Total Nacional;11 Extremadura;2001M10;1,51
Total Nacional;11 Extremadura;2001M09;2,95
Total Nacional;11 Extremadura;2001M08;3,59
Total Nacional;11 Extremadura;2001M07;2,5
Total Nacional;11 Extremadura;2001M06;1,69
Total Nacional;11 Extremadura;2001M05;2,03
Total Nacional;11 Extremadura;2001M04;3,12
Total Nacional;11 Extremadura;2001M03;1,31
Total Nacional;11 Extremadura;2001M02;1,74
Total Nacional;11 Extremadura;2001M01;1,48
Total Nacional;11 Extremadura;2000M12;2
Total Nacional;11 Extremadura;2000M11;1
Total Nacional;11 Extremadura;2000M10;1
Total Nacional;11 Extremadura;2000M09;3
Total Nacional;11 Extremadura;2000M08;3
Total Nacional;11 Extremadura;2000M07;2
Total Nacional;11 Extremadura;2000M06;1
Total Nacional;11 Extremadura;2000M05;2
Total Nacional;11 Extremadura;2000M04;1
Total Nacional;11 Extremadura;2000M03;1
Total Nacional;11 Extremadura;2000M02;1
Total Nacional;11 Extremadura;2000M01;1
Total Nacional;11 Extremadura;1999M12;1,41
Total Nacional;11 Extremadura;1999M11;2,23
Total Nacional;11 Extremadura;1999M10;1,88
Total Nacional;11 Extremadura;1999M09;1,82
Total Nacional;11 Extremadura;1999M08;3,03
Total Nacional;11 Extremadura;1999M07;2,53
Total Nacional;11 Extremadura;1999M06;1,78
Total Nacional;11 Extremadura;1999M05;1,79
Total Nacional;11 Extremadura;1999M04;2,03
Total Nacional;11 Extremadura;1999M03;1,75
Total Nacional;11 Extremadura;1999M02;1,46
Total Nacional;11 Extremadura;1999M01;1,52
Total Nacional;12 Galicia;2025M02;1,47
Total Nacional;12 Galicia;2025M01;1,48
Total Nacional;12 Galicia;2024M12;1,48
Total Nacional;12 Galicia;2024M11;1,69
Total Nacional;12 Galicia;2024M10;1,57
Total Nacional;12 Galicia;2024M09;2,76
Total Nacional;12 Galicia;2024M08;3,76
Total Nacional;12 Galicia;2024M07;3,79
Total Nacional;12 Galicia;2024M06;2,75
Total Nacional;12 Galicia;2024M05;1,4
Total Nacional;12 Galicia;2024M04;1,71
Total Nacional;12 Galicia;2024M03;1,65
Total Nacional;12 Galicia;2024M02;1,46
Total Nacional;12 Galicia;2024M01;1,42
Total Nacional;12 Galicia;2023M12;1,55
Total Nacional;12 Galicia;2023M11;1,45
Total Nacional;12 Galicia;2023M10;3,16
Total Nacional;12 Galicia;2023M09;3,22
Total Nacional;12 Galicia;2023M08;3,69
Total Nacional;12 Galicia;2023M07;3,68
Total Nacional;12 Galicia;2023M06;3,11
Total Nacional;12 Galicia;2023M05;2,98
Total Nacional;12 Galicia;2023M04;3,1
Total Nacional;12 Galicia;2023M03;6,6
Total Nacional;12 Galicia;2023M02;1,63
Total Nacional;12 Galicia;2023M01;1,59
Total Nacional;12 Galicia;2022M12;1,76
Total Nacional;12 Galicia;2022M11;1,61
Total Nacional;12 Galicia;2022M10;1,64
Total Nacional;12 Galicia;2022M09;3,37
Total Nacional;12 Galicia;2022M08;3,72
Total Nacional;12 Galicia;2022M07;3,68
Total Nacional;12 Galicia;2022M06;3,09
Total Nacional;12 Galicia;2022M05;2,9
Total Nacional;12 Galicia;2022M04;3,36
Total Nacional;12 Galicia;2022M03;2,23
Total Nacional;12 Galicia;2022M02;1,72
Total Nacional;12 Galicia;2022M01;1,48
Total Nacional;12 Galicia;2021M12;1,61
Total Nacional;12 Galicia;2021M11;1,6
Total Nacional;12 Galicia;2021M10;1,85
Total Nacional;12 Galicia;2021M09;3,84
Total Nacional;12 Galicia;2021M08;3,59
Total Nacional;12 Galicia;2021M07;3,94
Total Nacional;12 Galicia;2021M06;3,11
Total Nacional;12 Galicia;2021M05;1,88
Total Nacional;12 Galicia;2021M04;2,07
Total Nacional;12 Galicia;2021M03;1,85
Total Nacional;12 Galicia;2021M02;2,26
Total Nacional;12 Galicia;2021M01;2,2
Total Nacional;12 Galicia;2020M12;.
Total Nacional;12 Galicia;2020M11;1,98
Total Nacional;12 Galicia;2020M10;1,9
Total Nacional;12 Galicia;2020M09;4,21
Total Nacional;12 Galicia;2020M08;4
Total Nacional;12 Galicia;2020M07;3,92
Total Nacional;12 Galicia;2020M06;3,14
Total Nacional;12 Galicia;2020M05;.
Total Nacional;12 Galicia;2020M04;0
Total Nacional;12 Galicia;2020M03;1,52
Total Nacional;12 Galicia;2020M02;1,66
Total Nacional;12 Galicia;2020M01;1,78
Total Nacional;12 Galicia;2019M12;1,91
Total Nacional;12 Galicia;2019M11;1,85
Total Nacional;12 Galicia;2019M10;1,75
Total Nacional;12 Galicia;2019M09;3,5
Total Nacional;12 Galicia;2019M08;3,76
Total Nacional;12 Galicia;2019M07;4,13
Total Nacional;12 Galicia;2019M06;3,1
Total Nacional;12 Galicia;2019M05;2,01
Total Nacional;12 Galicia;2019M04;2,43
Total Nacional;12 Galicia;2019M03;1,84
Total Nacional;12 Galicia;2019M02;1,52
Total Nacional;12 Galicia;2019M01;2,09
Total Nacional;12 Galicia;2018M12;2,04
Total Nacional;12 Galicia;2018M11;1,99
Total Nacional;12 Galicia;2018M10;2,46
Total Nacional;12 Galicia;2018M09;3,03
Total Nacional;12 Galicia;2018M08;3,7
Total Nacional;12 Galicia;2018M07;4
Total Nacional;12 Galicia;2018M06;3,37
Total Nacional;12 Galicia;2018M05;2,6
Total Nacional;12 Galicia;2018M04;2,27
Total Nacional;12 Galicia;2018M03;2,41
Total Nacional;12 Galicia;2018M02;2,11
Total Nacional;12 Galicia;2018M01;1,69
Total Nacional;12 Galicia;2017M12;2,17
Total Nacional;12 Galicia;2017M11;2,04
Total Nacional;12 Galicia;2017M10;2
Total Nacional;12 Galicia;2017M09;3,22
Total Nacional;12 Galicia;2017M08;3,66
Total Nacional;12 Galicia;2017M07;3,85
Total Nacional;12 Galicia;2017M06;2,99
Total Nacional;12 Galicia;2017M05;2,23
Total Nacional;12 Galicia;2017M04;2,43
Total Nacional;12 Galicia;2017M03;1,68
Total Nacional;12 Galicia;2017M02;1,74
Total Nacional;12 Galicia;2017M01;2,18
Total Nacional;12 Galicia;2016M12;1,52
Total Nacional;12 Galicia;2016M11;1,83
Total Nacional;12 Galicia;2016M10;2,14
Total Nacional;12 Galicia;2016M09;2,71
Total Nacional;12 Galicia;2016M08;3,68
Total Nacional;12 Galicia;2016M07;3,72
Total Nacional;12 Galicia;2016M06;3,4
Total Nacional;12 Galicia;2016M05;2,69
Total Nacional;12 Galicia;2016M04;2,82
Total Nacional;12 Galicia;2016M03;2,77
Total Nacional;12 Galicia;2016M02;1,74
Total Nacional;12 Galicia;2016M01;1,9
Total Nacional;12 Galicia;2015M12;2,08
Total Nacional;12 Galicia;2015M11;1,69
Total Nacional;12 Galicia;2015M10;1,99
Total Nacional;12 Galicia;2015M09;3,76
Total Nacional;12 Galicia;2015M08;3,86
Total Nacional;12 Galicia;2015M07;3,62
Total Nacional;12 Galicia;2015M06;3,12
Total Nacional;12 Galicia;2015M05;2,74
Total Nacional;12 Galicia;2015M04;3,16
Total Nacional;12 Galicia;2015M03;1,94
Total Nacional;12 Galicia;2015M02;1,86
Total Nacional;12 Galicia;2015M01;1,97
Total Nacional;12 Galicia;2014M12;2,31
Total Nacional;12 Galicia;2014M11;1,61
Total Nacional;12 Galicia;2014M10;1,75
Total Nacional;12 Galicia;2014M09;3,89
Total Nacional;12 Galicia;2014M08;3,66
Total Nacional;12 Galicia;2014M07;3,92
Total Nacional;12 Galicia;2014M06;3,53
Total Nacional;12 Galicia;2014M05;2,32
Total Nacional;12 Galicia;2014M04;2,51
Total Nacional;12 Galicia;2014M03;1,87
Total Nacional;12 Galicia;2014M02;1,37
Total Nacional;12 Galicia;2014M01;1,43
Total Nacional;12 Galicia;2013M12;2,06
Total Nacional;12 Galicia;2013M11;1,71
Total Nacional;12 Galicia;2013M10;1,83
Total Nacional;12 Galicia;2013M09;3,33
Total Nacional;12 Galicia;2013M08;3,62
Total Nacional;12 Galicia;2013M07;3,83
Total Nacional;12 Galicia;2013M06;3,44
Total Nacional;12 Galicia;2013M05;2,47
Total Nacional;12 Galicia;2013M04;3,08
Total Nacional;12 Galicia;2013M03;2,91
Total Nacional;12 Galicia;2013M02;1,75
Total Nacional;12 Galicia;2013M01;1,8
Total Nacional;12 Galicia;2012M12;2,03
Total Nacional;12 Galicia;2012M11;1,76
Total Nacional;12 Galicia;2012M10;1,83
Total Nacional;12 Galicia;2012M09;3,52
Total Nacional;12 Galicia;2012M08;3,77
Total Nacional;12 Galicia;2012M07;3,81
Total Nacional;12 Galicia;2012M06;3,69
Total Nacional;12 Galicia;2012M05;3,09
Total Nacional;12 Galicia;2012M04;3,15
Total Nacional;12 Galicia;2012M03;1,57
Total Nacional;12 Galicia;2012M02;1,73
Total Nacional;12 Galicia;2012M01;1,87
Total Nacional;12 Galicia;2011M12;1,97
Total Nacional;12 Galicia;2011M11;1,53
Total Nacional;12 Galicia;2011M10;1,73
Total Nacional;12 Galicia;2011M09;3,61
Total Nacional;12 Galicia;2011M08;3,74
Total Nacional;12 Galicia;2011M07;3,61
Total Nacional;12 Galicia;2011M06;3,8
Total Nacional;12 Galicia;2011M05;2,95
Total Nacional;12 Galicia;2011M04;3,02
Total Nacional;12 Galicia;2011M03;1,9
Total Nacional;12 Galicia;2011M02;1,58
Total Nacional;12 Galicia;2011M01;1,63
Total Nacional;12 Galicia;2010M12;2,19
Total Nacional;12 Galicia;2010M11;1,98
Total Nacional;12 Galicia;2010M10;2,23
Total Nacional;12 Galicia;2010M09;3,54
Total Nacional;12 Galicia;2010M08;3,68
Total Nacional;12 Galicia;2010M07;3,71
Total Nacional;12 Galicia;2010M06;3,59
Total Nacional;12 Galicia;2010M05;2,37
Total Nacional;12 Galicia;2010M04;2,65
Total Nacional;12 Galicia;2010M03;1,73
Total Nacional;12 Galicia;2010M02;1,77
Total Nacional;12 Galicia;2010M01;1,87
Total Nacional;12 Galicia;2009M12;2,06
Total Nacional;12 Galicia;2009M11;2,04
Total Nacional;12 Galicia;2009M10;2,18
Total Nacional;12 Galicia;2009M09;4,27
Total Nacional;12 Galicia;2009M08;3,88
Total Nacional;12 Galicia;2009M07;4,08
Total Nacional;12 Galicia;2009M06;3,64
Total Nacional;12 Galicia;2009M05;3,66
Total Nacional;12 Galicia;2009M04;3,18
Total Nacional;12 Galicia;2009M03;1,84
Total Nacional;12 Galicia;2009M02;1,62
Total Nacional;12 Galicia;2009M01;1,34
Total Nacional;12 Galicia;2008M12;1,95
Total Nacional;12 Galicia;2008M11;1,94
Total Nacional;12 Galicia;2008M10;2,36
Total Nacional;12 Galicia;2008M09;4,61
Total Nacional;12 Galicia;2008M08;3,73
Total Nacional;12 Galicia;2008M07;3,88
Total Nacional;12 Galicia;2008M06;3,64
Total Nacional;12 Galicia;2008M05;3,05
Total Nacional;12 Galicia;2008M04;4,18
Total Nacional;12 Galicia;2008M03;3,19
Total Nacional;12 Galicia;2008M02;1,56
Total Nacional;12 Galicia;2008M01;1,32
Total Nacional;12 Galicia;2007M12;2,03
Total Nacional;12 Galicia;2007M11;2,1
Total Nacional;12 Galicia;2007M10;2
Total Nacional;12 Galicia;2007M09;3,55
Total Nacional;12 Galicia;2007M08;3,67
Total Nacional;12 Galicia;2007M07;3,94
Total Nacional;12 Galicia;2007M06;3,46
Total Nacional;12 Galicia;2007M05;2,46
Total Nacional;12 Galicia;2007M04;2,73
Total Nacional;12 Galicia;2007M03;5,31
Total Nacional;12 Galicia;2007M02;1,93
Total Nacional;12 Galicia;2007M01;2
Total Nacional;12 Galicia;2006M12;2,11
Total Nacional;12 Galicia;2006M11;1,69
Total Nacional;12 Galicia;2006M10;2,28
Total Nacional;12 Galicia;2006M09;3,66
Total Nacional;12 Galicia;2006M08;3,66
Total Nacional;12 Galicia;2006M07;3,97
Total Nacional;12 Galicia;2006M06;3,73
Total Nacional;12 Galicia;2006M05;2,42
Total Nacional;12 Galicia;2006M04;2,57
Total Nacional;12 Galicia;2006M03;1,6
Total Nacional;12 Galicia;2006M02;1,66
Total Nacional;12 Galicia;2006M01;1,71
Total Nacional;12 Galicia;2005M12;2,53
Total Nacional;12 Galicia;2005M11;4,05
Total Nacional;12 Galicia;2005M10;2,87
Total Nacional;12 Galicia;2005M09;3,68
Total Nacional;12 Galicia;2005M08;3,54
Total Nacional;12 Galicia;2005M07;3,54
Total Nacional;12 Galicia;2005M06;2,95
Total Nacional;12 Galicia;2005M05;2,21
Total Nacional;12 Galicia;2005M04;2,28
Total Nacional;12 Galicia;2005M03;3,84
Total Nacional;12 Galicia;2005M02;2,97
Total Nacional;12 Galicia;2005M01;2,04
Total Nacional;12 Galicia;2004M12;2,34
Total Nacional;12 Galicia;2004M11;1,95
Total Nacional;12 Galicia;2004M10;2,65
Total Nacional;12 Galicia;2004M09;4,01
Total Nacional;12 Galicia;2004M08;3,65
Total Nacional;12 Galicia;2004M07;3,5
Total Nacional;12 Galicia;2004M06;4
Total Nacional;12 Galicia;2004M05;2,37
Total Nacional;12 Galicia;2004M04;2,72
Total Nacional;12 Galicia;2004M03;1,71
Total Nacional;12 Galicia;2004M02;1,83
Total Nacional;12 Galicia;2004M01;1,61
Total Nacional;12 Galicia;2003M12;3,44
Total Nacional;12 Galicia;2003M11;1,8
Total Nacional;12 Galicia;2003M10;..
Total Nacional;12 Galicia;2003M09;3,63
Total Nacional;12 Galicia;2003M08;3,98
Total Nacional;12 Galicia;2003M07;4,39
Total Nacional;12 Galicia;2003M06;3,29
Total Nacional;12 Galicia;2003M05;2,1
Total Nacional;12 Galicia;2003M04;2,94
Total Nacional;12 Galicia;2003M03;1,64
Total Nacional;12 Galicia;2003M02;4,57
Total Nacional;12 Galicia;2003M01;6,39
Total Nacional;12 Galicia;2002M12;4,42
Total Nacional;12 Galicia;2002M11;1,93
Total Nacional;12 Galicia;2002M10;2,04
Total Nacional;12 Galicia;2002M09;3,52
Total Nacional;12 Galicia;2002M08;4,28
Total Nacional;12 Galicia;2002M07;4
Total Nacional;12 Galicia;2002M06;3,91
Total Nacional;12 Galicia;2002M05;2,87
Total Nacional;12 Galicia;2002M04;2,21
Total Nacional;12 Galicia;2002M03;2,99
Total Nacional;12 Galicia;2002M02;2,04
Total Nacional;12 Galicia;2002M01;1,6
Total Nacional;12 Galicia;2001M12;3,11
Total Nacional;12 Galicia;2001M11;1,99
Total Nacional;12 Galicia;2001M10;2,48
Total Nacional;12 Galicia;2001M09;3,41
Total Nacional;12 Galicia;2001M08;3,89
Total Nacional;12 Galicia;2001M07;4,25
Total Nacional;12 Galicia;2001M06;3,61
Total Nacional;12 Galicia;2001M05;2,79
Total Nacional;12 Galicia;2001M04;2,7
Total Nacional;12 Galicia;2001M03;1,41
Total Nacional;12 Galicia;2001M02;1,76
Total Nacional;12 Galicia;2001M01;2
Total Nacional;12 Galicia;2000M12;1
Total Nacional;12 Galicia;2000M11;1
Total Nacional;12 Galicia;2000M10;2
Total Nacional;12 Galicia;2000M09;3
Total Nacional;12 Galicia;2000M08;3
Total Nacional;12 Galicia;2000M07;3
Total Nacional;12 Galicia;2000M06;3
Total Nacional;12 Galicia;2000M05;1
Total Nacional;12 Galicia;2000M04;1
Total Nacional;12 Galicia;2000M03;1
Total Nacional;12 Galicia;2000M02;1
Total Nacional;12 Galicia;2000M01;1
Total Nacional;12 Galicia;1999M12;3,74
Total Nacional;12 Galicia;1999M11;1,8
Total Nacional;12 Galicia;1999M10;2,69
Total Nacional;12 Galicia;1999M09;3,31
Total Nacional;12 Galicia;1999M08;3,25
Total Nacional;12 Galicia;1999M07;2,89
Total Nacional;12 Galicia;1999M06;2,79
Total Nacional;12 Galicia;1999M05;2,82
Total Nacional;12 Galicia;1999M04;3,04
Total Nacional;12 Galicia;1999M03;1,81
Total Nacional;12 Galicia;1999M02;1,8
Total Nacional;12 Galicia;1999M01;6,79
Total Nacional;13 Madrid, Comunidad de;2025M02;2,93
Total Nacional;13 Madrid, Comunidad de;2025M01;3,27
Total Nacional;13 Madrid, Comunidad de;2024M12;3,5
Total Nacional;13 Madrid, Comunidad de;2024M11;3,67
Total Nacional;13 Madrid, Comunidad de;2024M10;3,4
Total Nacional;13 Madrid, Comunidad de;2024M09;3,4
Total Nacional;13 Madrid, Comunidad de;2024M08;3,89
Total Nacional;13 Madrid, Comunidad de;2024M07;3,6
Total Nacional;13 Madrid, Comunidad de;2024M06;3,06
Total Nacional;13 Madrid, Comunidad de;2024M05;2,81
Total Nacional;13 Madrid, Comunidad de;2024M04;3,22
Total Nacional;13 Madrid, Comunidad de;2024M03;3,25
Total Nacional;13 Madrid, Comunidad de;2024M02;3,3
Total Nacional;13 Madrid, Comunidad de;2024M01;3,29
Total Nacional;13 Madrid, Comunidad de;2023M12;3,3
Total Nacional;13 Madrid, Comunidad de;2023M11;3,52
Total Nacional;13 Madrid, Comunidad de;2023M10;3,52
Total Nacional;13 Madrid, Comunidad de;2023M09;3,2
Total Nacional;13 Madrid, Comunidad de;2023M08;4,59
Total Nacional;13 Madrid, Comunidad de;2023M07;4,43
Total Nacional;13 Madrid, Comunidad de;2023M06;3,17
Total Nacional;13 Madrid, Comunidad de;2023M05;3,08
Total Nacional;13 Madrid, Comunidad de;2023M04;3,24
Total Nacional;13 Madrid, Comunidad de;2023M03;3,19
Total Nacional;13 Madrid, Comunidad de;2023M02;3,16
Total Nacional;13 Madrid, Comunidad de;2023M01;3,5
Total Nacional;13 Madrid, Comunidad de;2022M12;3,44
Total Nacional;13 Madrid, Comunidad de;2022M11;3,81
Total Nacional;13 Madrid, Comunidad de;2022M10;3,86
Total Nacional;13 Madrid, Comunidad de;2022M09;3,61
Total Nacional;13 Madrid, Comunidad de;2022M08;4,6
Total Nacional;13 Madrid, Comunidad de;2022M07;4,2
Total Nacional;13 Madrid, Comunidad de;2022M06;3,28
Total Nacional;13 Madrid, Comunidad de;2022M05;3,26
Total Nacional;13 Madrid, Comunidad de;2022M04;3,57
Total Nacional;13 Madrid, Comunidad de;2022M03;3,33
Total Nacional;13 Madrid, Comunidad de;2022M02;3,32
Total Nacional;13 Madrid, Comunidad de;2022M01;3,34
Total Nacional;13 Madrid, Comunidad de;2021M12;3,82
Total Nacional;13 Madrid, Comunidad de;2021M11;3,91
Total Nacional;13 Madrid, Comunidad de;2021M10;3,45
Total Nacional;13 Madrid, Comunidad de;2021M09;3,8
Total Nacional;13 Madrid, Comunidad de;2021M08;5,15
Total Nacional;13 Madrid, Comunidad de;2021M07;3,9
Total Nacional;13 Madrid, Comunidad de;2021M06;3,12
Total Nacional;13 Madrid, Comunidad de;2021M05;3,16
Total Nacional;13 Madrid, Comunidad de;2021M04;3,57
Total Nacional;13 Madrid, Comunidad de;2021M03;3,02
Total Nacional;13 Madrid, Comunidad de;2021M02;2,56
Total Nacional;13 Madrid, Comunidad de;2021M01;2,9
Total Nacional;13 Madrid, Comunidad de;2020M12;3,5
Total Nacional;13 Madrid, Comunidad de;2020M11;3,3
Total Nacional;13 Madrid, Comunidad de;2020M10;3,86
Total Nacional;13 Madrid, Comunidad de;2020M09;3,63
Total Nacional;13 Madrid, Comunidad de;2020M08;3,98
Total Nacional;13 Madrid, Comunidad de;2020M07;3,65
Total Nacional;13 Madrid, Comunidad de;2020M06;3,71
Total Nacional;13 Madrid, Comunidad de;2020M05;4,91
Total Nacional;13 Madrid, Comunidad de;2020M04;0
Total Nacional;13 Madrid, Comunidad de;2020M03;3,59
Total Nacional;13 Madrid, Comunidad de;2020M02;3,12
Total Nacional;13 Madrid, Comunidad de;2020M01;3,58
Total Nacional;13 Madrid, Comunidad de;2019M12;3,31
Total Nacional;13 Madrid, Comunidad de;2019M11;3,16
Total Nacional;13 Madrid, Comunidad de;2019M10;3,14
Total Nacional;13 Madrid, Comunidad de;2019M09;3,27
Total Nacional;13 Madrid, Comunidad de;2019M08;4,02
Total Nacional;13 Madrid, Comunidad de;2019M07;3,74
Total Nacional;13 Madrid, Comunidad de;2019M06;2,81
Total Nacional;13 Madrid, Comunidad de;2019M05;3,07
Total Nacional;13 Madrid, Comunidad de;2019M04;3,4
Total Nacional;13 Madrid, Comunidad de;2019M03;3,2
Total Nacional;13 Madrid, Comunidad de;2019M02;2,76
Total Nacional;13 Madrid, Comunidad de;2019M01;3,44
Total Nacional;13 Madrid, Comunidad de;2018M12;3,39
Total Nacional;13 Madrid, Comunidad de;2018M11;3,89
Total Nacional;13 Madrid, Comunidad de;2018M10;3,3
Total Nacional;13 Madrid, Comunidad de;2018M09;3,29
Total Nacional;13 Madrid, Comunidad de;2018M08;4,25
Total Nacional;13 Madrid, Comunidad de;2018M07;3,83
Total Nacional;13 Madrid, Comunidad de;2018M06;2,87
Total Nacional;13 Madrid, Comunidad de;2018M05;3,15
Total Nacional;13 Madrid, Comunidad de;2018M04;3,17
Total Nacional;13 Madrid, Comunidad de;2018M03;3,42
Total Nacional;13 Madrid, Comunidad de;2018M02;3,64
Total Nacional;13 Madrid, Comunidad de;2018M01;3,92
Total Nacional;13 Madrid, Comunidad de;2017M12;3,98
Total Nacional;13 Madrid, Comunidad de;2017M11;3,55
Total Nacional;13 Madrid, Comunidad de;2017M10;3,55
