Comunidades y Ciudades Autónomas;Concepto turístico;RESIDENCIA/ORIGEN;Periodo;Total
13 Madrid, Comunidad de;Viajero;Total;2018M04;18.523
13 Madrid, Comunidad de;Viajero;Total;2018M03;15.017
13 Madrid, Comunidad de;Viajero;Total;2018M02;9.747
13 Madrid, Comunidad de;Viajero;Total;2018M01;8.914
13 Madrid, Comunidad de;Viajero;Total;2017M12;11.217
13 Madrid, Comunidad de;Viajero;Total;2017M11;11.216
13 Madrid, Comunidad de;Viajero;Total;2017M10;19.335
13 Madrid, Comunidad de;Viajero;Total;2017M09;30.306
13 Madrid, Comunidad de;Viajero;Total;2017M08;40.424
13 Madrid, Comunidad de;Viajero;Total;2017M07;35.714
13 Madrid, Comunidad de;Viajero;Total;2017M06;30.544
13 Madrid, Comunidad de;Viajero;Total;2017M05;21.611
13 Madrid, Comunidad de;Viajero;Total;2017M04;21.924
13 Madrid, Comunidad de;Viajero;Total;2017M03;14.062
13 Madrid, Comunidad de;Viajero;Total;2017M02;8.890
13 Madrid, Comunidad de;Viajero;Total;2017M01;8.526
13 Madrid, Comunidad de;Viajero;Residentes en España;2023M02;11.861
13 Madrid, Comunidad de;Viajero;Residentes en España;2023M01;12.395
13 Madrid, Comunidad de;Viajero;Residentes en España;2022M12;12.416
13 Madrid, Comunidad de;Viajero;Residentes en España;2022M11;11.458
13 Madrid, Comunidad de;Viajero;Residentes en España;2022M10;20.141
13 Madrid, Comunidad de;Viajero;Residentes en España;2022M09;19.340
13 Madrid, Comunidad de;Viajero;Residentes en España;2022M08;40.030
13 Madrid, Comunidad de;Viajero;Residentes en España;2022M07;38.237
13 Madrid, Comunidad de;Viajero;Residentes en España;2022M06;33.297
13 Madrid, Comunidad de;Viajero;Residentes en España;2022M05;21.312
13 Madrid, Comunidad de;Viajero;Residentes en España;2022M04;19.843
13 Madrid, Comunidad de;Viajero;Residentes en España;2022M03;12.224
13 Madrid, Comunidad de;Viajero;Residentes en España;2022M02;13.777
13 Madrid, Comunidad de;Viajero;Residentes en España;2022M01;10.743
13 Madrid, Comunidad de;Viajero;Residentes en España;2021M12;12.985
13 Madrid, Comunidad de;Viajero;Residentes en España;2021M11;11.450
13 Madrid, Comunidad de;Viajero;Residentes en España;2021M10;21.187
13 Madrid, Comunidad de;Viajero;Residentes en España;2021M09;22.311
13 Madrid, Comunidad de;Viajero;Residentes en España;2021M08;39.689
13 Madrid, Comunidad de;Viajero;Residentes en España;2021M07;36.174
13 Madrid, Comunidad de;Viajero;Residentes en España;2021M06;28.038
13 Madrid, Comunidad de;Viajero;Residentes en España;2021M05;24.857
13 Madrid, Comunidad de;Viajero;Residentes en España;2021M04;20.666
13 Madrid, Comunidad de;Viajero;Residentes en España;2021M03;21.644
13 Madrid, Comunidad de;Viajero;Residentes en España;2021M02;9.539
13 Madrid, Comunidad de;Viajero;Residentes en España;2021M01;4.901
13 Madrid, Comunidad de;Viajero;Residentes en España;2020M12;12.021
13 Madrid, Comunidad de;Viajero;Residentes en España;2020M11;11.537
13 Madrid, Comunidad de;Viajero;Residentes en España;2020M10;11.540
13 Madrid, Comunidad de;Viajero;Residentes en España;2020M09;16.322
13 Madrid, Comunidad de;Viajero;Residentes en España;2020M08;33.248
13 Madrid, Comunidad de;Viajero;Residentes en España;2020M07;34.018
13 Madrid, Comunidad de;Viajero;Residentes en España;2020M06;17.170
13 Madrid, Comunidad de;Viajero;Residentes en España;2020M05;.
13 Madrid, Comunidad de;Viajero;Residentes en España;2020M04;0
13 Madrid, Comunidad de;Viajero;Residentes en España;2020M03;2.721
13 Madrid, Comunidad de;Viajero;Residentes en España;2020M02;11.325
13 Madrid, Comunidad de;Viajero;Residentes en España;2020M01;8.379
13 Madrid, Comunidad de;Viajero;Residentes en España;2019M12;13.085
13 Madrid, Comunidad de;Viajero;Residentes en España;2019M11;11.260
13 Madrid, Comunidad de;Viajero;Residentes en España;2019M10;17.778
13 Madrid, Comunidad de;Viajero;Residentes en España;2019M09;18.433
13 Madrid, Comunidad de;Viajero;Residentes en España;2019M08;37.153
13 Madrid, Comunidad de;Viajero;Residentes en España;2019M07;34.899
13 Madrid, Comunidad de;Viajero;Residentes en España;2019M06;32.772
13 Madrid, Comunidad de;Viajero;Residentes en España;2019M05;16.514
13 Madrid, Comunidad de;Viajero;Residentes en España;2019M04;15.781
13 Madrid, Comunidad de;Viajero;Residentes en España;2019M03;13.797
13 Madrid, Comunidad de;Viajero;Residentes en España;2019M02;10.049
13 Madrid, Comunidad de;Viajero;Residentes en España;2019M01;7.306
13 Madrid, Comunidad de;Viajero;Residentes en España;2018M12;11.643
13 Madrid, Comunidad de;Viajero;Residentes en España;2018M11;10.807
13 Madrid, Comunidad de;Viajero;Residentes en España;2018M10;14.110
13 Madrid, Comunidad de;Viajero;Residentes en España;2018M09;20.524
13 Madrid, Comunidad de;Viajero;Residentes en España;2018M08;36.889
13 Madrid, Comunidad de;Viajero;Residentes en España;2018M07;34.150
13 Madrid, Comunidad de;Viajero;Residentes en España;2018M06;23.644
13 Madrid, Comunidad de;Viajero;Residentes en España;2018M05;15.446
13 Madrid, Comunidad de;Viajero;Residentes en España;2018M04;14.519
13 Madrid, Comunidad de;Viajero;Residentes en España;2018M03;12.949
13 Madrid, Comunidad de;Viajero;Residentes en España;2018M02;6.548
13 Madrid, Comunidad de;Viajero;Residentes en España;2018M01;7.968
13 Madrid, Comunidad de;Viajero;Residentes en España;2017M12;10.182
13 Madrid, Comunidad de;Viajero;Residentes en España;2017M11;9.435
13 Madrid, Comunidad de;Viajero;Residentes en España;2017M10;15.546
13 Madrid, Comunidad de;Viajero;Residentes en España;2017M09;25.357
13 Madrid, Comunidad de;Viajero;Residentes en España;2017M08;35.282
13 Madrid, Comunidad de;Viajero;Residentes en España;2017M07;30.869
13 Madrid, Comunidad de;Viajero;Residentes en España;2017M06;26.912
13 Madrid, Comunidad de;Viajero;Residentes en España;2017M05;16.794
13 Madrid, Comunidad de;Viajero;Residentes en España;2017M04;18.226
13 Madrid, Comunidad de;Viajero;Residentes en España;2017M03;11.951
13 Madrid, Comunidad de;Viajero;Residentes en España;2017M02;7.836
13 Madrid, Comunidad de;Viajero;Residentes en España;2017M01;7.107
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2023M02;959
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2023M01;1.397
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2022M12;791
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2022M11;701
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2022M10;1.694
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2022M09;1.584
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2022M08;2.567
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2022M07;5.266
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2022M06;1.636
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2022M05;1.977
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2022M04;1.375
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2022M03;1.393
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2022M02;908
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2022M01;761
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2021M12;486
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2021M11;585
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2021M10;1.125
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2021M09;781
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2021M08;1.158
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2021M07;1.409
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2021M06;492
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2021M05;375
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2021M04;319
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2021M03;129
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2021M02;135
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2021M01;91
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2020M12;177
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2020M11;224
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2020M10;328
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2020M09;639
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2020M08;1.575
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2020M07;1.406
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2020M06;208
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2020M05;.
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2020M04;0
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2020M03;2.133
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2020M02;1.092
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2020M01;1.425
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2019M12;1.302
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2019M11;1.573
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2019M10;2.704
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2019M09;5.277
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2019M08;6.264
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2019M07;4.862
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2019M06;4.862
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2019M05;8.546
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2019M04;4.162
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2019M03;2.789
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2019M02;1.595
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2019M01;1.284
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2018M12;927
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2018M11;1.434
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2018M10;3.925
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2018M09;4.366
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2018M08;5.261
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2018M07;5.483
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2018M06;4.761
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2018M05;4.571
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2018M04;4.004
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2018M03;2.068
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2018M02;3.199
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2018M01;946
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2017M12;1.035
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2017M11;1.781
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2017M10;3.789
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2017M09;4.949
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2017M08;5.142
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2017M07;4.845
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2017M06;3.632
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2017M05;4.817
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2017M04;3.698
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2017M03;2.111
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2017M02;1.054
13 Madrid, Comunidad de;Viajero;Residentes en el Extranjero;2017M01;1.419
13 Madrid, Comunidad de;Pernoctaciones;Total;2023M02;40.535
13 Madrid, Comunidad de;Pernoctaciones;Total;2023M01;53.190
13 Madrid, Comunidad de;Pernoctaciones;Total;2022M12;45.483
13 Madrid, Comunidad de;Pernoctaciones;Total;2022M11;46.288
13 Madrid, Comunidad de;Pernoctaciones;Total;2022M10;84.387
13 Madrid, Comunidad de;Pernoctaciones;Total;2022M09;79.185
13 Madrid, Comunidad de;Pernoctaciones;Total;2022M08;181.752
13 Madrid, Comunidad de;Pernoctaciones;Total;2022M07;167.923
13 Madrid, Comunidad de;Pernoctaciones;Total;2022M06;114.443
13 Madrid, Comunidad de;Pernoctaciones;Total;2022M05;75.842
13 Madrid, Comunidad de;Pernoctaciones;Total;2022M04;75.704
13 Madrid, Comunidad de;Pernoctaciones;Total;2022M03;45.383
13 Madrid, Comunidad de;Pernoctaciones;Total;2022M02;48.751
13 Madrid, Comunidad de;Pernoctaciones;Total;2022M01;38.410
13 Madrid, Comunidad de;Pernoctaciones;Total;2021M12;51.409
13 Madrid, Comunidad de;Pernoctaciones;Total;2021M11;47.050
13 Madrid, Comunidad de;Pernoctaciones;Total;2021M10;76.947
13 Madrid, Comunidad de;Pernoctaciones;Total;2021M09;87.667
13 Madrid, Comunidad de;Pernoctaciones;Total;2021M08;210.483
13 Madrid, Comunidad de;Pernoctaciones;Total;2021M07;146.408
13 Madrid, Comunidad de;Pernoctaciones;Total;2021M06;89.144
13 Madrid, Comunidad de;Pernoctaciones;Total;2021M05;79.832
13 Madrid, Comunidad de;Pernoctaciones;Total;2021M04;74.850
13 Madrid, Comunidad de;Pernoctaciones;Total;2021M03;65.698
13 Madrid, Comunidad de;Pernoctaciones;Total;2021M02;24.744
13 Madrid, Comunidad de;Pernoctaciones;Total;2021M01;14.455
13 Madrid, Comunidad de;Pernoctaciones;Total;2020M12;42.671
13 Madrid, Comunidad de;Pernoctaciones;Total;2020M11;38.818
13 Madrid, Comunidad de;Pernoctaciones;Total;2020M10;45.787
13 Madrid, Comunidad de;Pernoctaciones;Total;2020M09;61.589
13 Madrid, Comunidad de;Pernoctaciones;Total;2020M08;138.490
13 Madrid, Comunidad de;Pernoctaciones;Total;2020M07;129.159
13 Madrid, Comunidad de;Pernoctaciones;Total;2020M06;64.505
13 Madrid, Comunidad de;Pernoctaciones;Total;2020M05;13.673
13 Madrid, Comunidad de;Pernoctaciones;Total;2020M04;0
13 Madrid, Comunidad de;Pernoctaciones;Total;2020M03;17.405
13 Madrid, Comunidad de;Pernoctaciones;Total;2020M02;38.742
13 Madrid, Comunidad de;Pernoctaciones;Total;2020M01;35.108
13 Madrid, Comunidad de;Pernoctaciones;Total;2019M12;47.567
13 Madrid, Comunidad de;Pernoctaciones;Total;2019M11;40.537
13 Madrid, Comunidad de;Pernoctaciones;Total;2019M10;64.339
13 Madrid, Comunidad de;Pernoctaciones;Total;2019M09;77.521
13 Madrid, Comunidad de;Pernoctaciones;Total;2019M08;174.529
13 Madrid, Comunidad de;Pernoctaciones;Total;2019M07;148.675
13 Madrid, Comunidad de;Pernoctaciones;Total;2019M06;105.646
13 Madrid, Comunidad de;Pernoctaciones;Total;2019M05;76.829
13 Madrid, Comunidad de;Pernoctaciones;Total;2019M04;67.758
13 Madrid, Comunidad de;Pernoctaciones;Total;2019M03;53.072
13 Madrid, Comunidad de;Pernoctaciones;Total;2019M02;32.136
13 Madrid, Comunidad de;Pernoctaciones;Total;2019M01;29.531
13 Madrid, Comunidad de;Pernoctaciones;Total;2018M12;42.643
13 Madrid, Comunidad de;Pernoctaciones;Total;2018M11;47.656
13 Madrid, Comunidad de;Pernoctaciones;Total;2018M10;59.585
13 Madrid, Comunidad de;Pernoctaciones;Total;2018M09;81.971
13 Madrid, Comunidad de;Pernoctaciones;Total;2018M08;179.051
13 Madrid, Comunidad de;Pernoctaciones;Total;2018M07;151.893
13 Madrid, Comunidad de;Pernoctaciones;Total;2018M06;81.473
13 Madrid, Comunidad de;Pernoctaciones;Total;2018M05;63.084
13 Madrid, Comunidad de;Pernoctaciones;Total;2018M04;58.803
13 Madrid, Comunidad de;Pernoctaciones;Total;2018M03;51.415
13 Madrid, Comunidad de;Pernoctaciones;Total;2018M02;35.485
13 Madrid, Comunidad de;Pernoctaciones;Total;2018M01;34.915
13 Madrid, Comunidad de;Pernoctaciones;Total;2017M12;44.680
13 Madrid, Comunidad de;Pernoctaciones;Total;2017M11;39.862
13 Madrid, Comunidad de;Pernoctaciones;Total;2017M10;68.683
13 Madrid, Comunidad de;Pernoctaciones;Total;2017M09;91.069
13 Madrid, Comunidad de;Pernoctaciones;Total;2017M08;174.639
13 Madrid, Comunidad de;Pernoctaciones;Total;2017M07;143.323
13 Madrid, Comunidad de;Pernoctaciones;Total;2017M06;80.941
13 Madrid, Comunidad de;Pernoctaciones;Total;2017M05;70.425
13 Madrid, Comunidad de;Pernoctaciones;Total;2017M04;76.126
13 Madrid, Comunidad de;Pernoctaciones;Total;2017M03;50.371
13 Madrid, Comunidad de;Pernoctaciones;Total;2017M02;30.261
13 Madrid, Comunidad de;Pernoctaciones;Total;2017M01;31.470
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2023M02;38.314
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2023M01;48.559
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2022M12;43.436
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2022M11;42.507
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2022M10;76.612
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2022M09;69.061
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2022M08;167.415
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2022M07;148.976
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2022M06;107.739
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2022M05;67.855
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2022M04;70.568
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2022M03;41.044
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2022M02;46.447
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2022M01;36.512
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2021M12;50.057
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2021M11;45.133
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2021M10;73.585
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2021M09;85.973
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2021M08;205.822
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2021M07;141.453
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2021M06;87.950
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2021M05;78.712
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2021M04;74.422
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2021M03;64.874
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2021M02;24.427
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2021M01;14.076
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2020M12;42.222
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2020M11;38.303
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2020M10;44.935
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2020M09;58.405
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2020M08;132.834
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2020M07;125.997
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2020M06;64.145
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2020M05;.
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2020M04;0
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2020M03;8.220
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2020M02;34.689
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2020M01;30.851
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2019M12;43.379
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2019M11;35.864
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2019M10;54.217
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2019M09;64.725
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2019M08;158.761
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2019M07;133.340
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2019M06;87.068
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2019M05;46.980
13 Madrid, Comunidad de;Pernoctaciones;Residentes en España;2019M04;56.418
